Date,sector ,Net FPI Change
15-Nov-21,Insurance,4590
30-Nov-21,Insurance,-6051
15-Dec-21,Insurance,3638
31-Dec-21,Insurance,-1113
31-Jan-22,Insurance,-1877
15-Feb-22,Insurance,-10529
28-Feb-22,Insurance,-7214
15-Mar-22,Insurance,-5015
31-Mar-22,Insurance,5287
15-Apr-22,Insurance,4540
15-Jan-20,Logistics,
31-Jan-20,Logistics,32
15-Feb-20,Logistics,-83
29-Feb-20,Logistics,-83
15-Mar-20,Logistics,-263
31-Mar-20,Logistics,-315
15-Apr-20,Logistics,88
30-Apr-20,Logistics,-1
15-May-20,Logistics,-58
31-May-20,Logistics,-31
15-Jun-20,Logistics,111
30-Jun-20,Logistics,-16
15-Jul-20,Logistics,82
31-Jul-20,Logistics,-46
15-Aug-20,Logistics,4
31-Aug-20,Logistics,211
15-Sep-20,Logistics,47
30-Sep-20,Logistics,-8
15-Oct-20,Logistics,-49
31-Oct-20,Logistics,46
15-Nov-20,Logistics,164
30-Nov-20,Logistics,9
15-Dec-20,Logistics,98
31-Dec-20,Logistics,37
15-Jan-21,Logistics,-13
31-Jan-21,Logistics,229
15-Feb-21,Logistics,77
28-Feb-21,Logistics,70
15-Mar-21,Logistics,251
31-Mar-21,Logistics,-61
15-Apr-21,Logistics,-94
30-Apr-21,Logistics,97
15-May-21,Logistics,119
31-May-21,Logistics,250
15-Jun-21,Logistics,181
30-Jun-21,Logistics,-68
15-Jul-21,Logistics,73
31-Jul-21,Logistics,297
15-Aug-21,Logistics,-48
31-Aug-21,Logistics,117
15-Sep-21,Logistics,7
30-Sep-21,Logistics,-9
15-Oct-21,Logistics,251
31-Oct-21,Logistics,-370
15-Nov-21,Logistics,590
30-Nov-21,Logistics,-231
15-Dec-21,Logistics,88
31-Dec-21,Logistics,122
31-Jan-22,Logistics,-344
15-Feb-22,Logistics,-879
28-Feb-22,Logistics,-194
15-Mar-22,Logistics,-2
31-Mar-22,Logistics,909
15-Apr-22,Logistics,136
15-Jan-20,Marine Port & Services,
31-Jan-20,Marine Port & Services,-922
15-Feb-20,Marine Port & Services,-3
29-Feb-20,Marine Port & Services,-1017
15-Mar-20,Marine Port & Services,-1997
31-Mar-20,Marine Port & Services,-2255
15-Apr-20,Marine Port & Services,425
30-Apr-20,Marine Port & Services,661
15-May-20,Marine Port & Services,566
31-May-20,Marine Port & Services,598
15-Jun-20,Marine Port & Services,727
30-Jun-20,Marine Port & Services,89
15-Jul-20,Marine Port & Services,-992
31-Jul-20,Marine Port & Services,-162
15-Aug-20,Marine Port & Services,1265
31-Aug-20,Marine Port & Services,391
15-Sep-20,Marine Port & Services,-145
30-Sep-20,Marine Port & Services,-373
15-Oct-20,Marine Port & Services,144
31-Oct-20,Marine Port & Services,783
15-Nov-20,Marine Port & Services,126
30-Nov-20,Marine Port & Services,1969
15-Dec-20,Marine Port & Services,2503
31-Dec-20,Marine Port & Services,207
15-Jan-21,Marine Port & Services,1841
31-Jan-21,Marine Port & Services,-539
15-Feb-21,Marine Port & Services,4859
28-Feb-21,Marine Port & Services,2005
15-Mar-21,Marine Port & Services,1245
31-Mar-21,Marine Port & Services,-1191
15-Apr-21,Marine Port & Services,1489
30-Apr-21,Marine Port & Services,-1485
15-May-21,Marine Port & Services,201
31-May-21,Marine Port & Services,1304
15-Jun-21,Marine Port & Services,-423
30-Jun-21,Marine Port & Services,-3862
15-Jul-21,Marine Port & Services,-264
31-Jul-21,Marine Port & Services,-1216
15-Aug-21,Marine Port & Services,671
31-Aug-21,Marine Port & Services,1519
15-Sep-21,Marine Port & Services,690
30-Sep-21,Marine Port & Services,-988
15-Oct-21,Marine Port & Services,2340
31-Oct-21,Marine Port & Services,-3833
15-Nov-21,Marine Port & Services,1483
30-Nov-21,Marine Port & Services,-2234
15-Dec-21,Marine Port & Services,1910
31-Dec-21,Marine Port & Services,-19
31-Jan-22,Marine Port & Services,-241
15-Feb-22,Marine Port & Services,107
28-Feb-22,Marine Port & Services,-645
15-Mar-22,Marine Port & Services,-95
31-Mar-22,Marine Port & Services,1174
15-Apr-22,Marine Port & Services,2636
15-Jan-20,Media,
31-Jan-20,Media,101
15-Feb-20,Media,-2411
29-Feb-20,Media,-378
15-Mar-20,Media,-4637
31-Mar-20,Media,-5130
15-Apr-20,Media,1185
30-Apr-20,Media,2451
15-May-20,Media,144
31-May-20,Media,1419
15-Jun-20,Media,-965
30-Jun-20,Media,610
15-Jul-20,Media,-675
31-Jul-20,Media,-1482
15-Aug-20,Media,1778
31-Aug-20,Media,3776
15-Sep-20,Media,2669
30-Sep-20,Media,-1056
15-Oct-20,Media,-2046
31-Oct-20,Media,-2464
15-Nov-20,Media,383
30-Nov-20,Media,53
15-Dec-20,Media,3019
31-Dec-20,Media,-100
15-Jan-21,Media,282
31-Jan-21,Media,-708
15-Feb-21,Media,349
28-Feb-21,Media,-401
15-Mar-21,Media,1769
31-Mar-21,Media,-1546
15-Apr-21,Media,-1083
30-Apr-21,Media,291
15-May-21,Media,119
31-May-21,Media,1097
15-Jun-21,Media,1026
30-Jun-21,Media,-1630
15-Jul-21,Media,135
31-Jul-21,Media,-880
15-Aug-21,Media,-1265
31-Aug-21,Media,-1041
15-Sep-21,Media,5171
30-Sep-21,Media,367
15-Oct-21,Media,488
31-Oct-21,Media,-1374
15-Nov-21,Media,2048
30-Nov-21,Media,-870
15-Dec-21,Media,2970
31-Dec-21,Media,-3040
31-Jan-22,Media,-1593
15-Feb-22,Media,-1399
28-Feb-22,Media,-2771
15-Mar-22,Media,1146
31-Mar-22,Media,2162
15-Apr-22,Media,-1108
30-Apr-22,"Media, Entertainment & Publication",
15-May-22,"Media, Entertainment & Publication",-1792
31-May-22,"Media, Entertainment & Publication",967
15-Jun-22,"Media, Entertainment & Publication",-1799
30-Jun-22,"Media, Entertainment & Publication",-457
15-Jul-22,"Media, Entertainment & Publication",1018
31-Jul-22,"Media, Entertainment & Publication",2016
15-Aug-22,"Media, Entertainment & Publication",-21
31-Aug-22,"Media, Entertainment & Publication",247
15-Sep-22,"Media, Entertainment & Publication",1291
30-Sep-22,"Media, Entertainment & Publication",-1899
15-Oct-22,"Media, Entertainment & Publication",451
31-Oct-22,"Media, Entertainment & Publication",191
15-Nov-22,"Media, Entertainment & Publication",68
30-Nov-22,"Media, Entertainment & Publication",204
15-Dec-22,"Media, Entertainment & Publication",-514
31-Dec-22,"Media, Entertainment & Publication",-1347
15-Jan-23,"Media, Entertainment & Publication",-514
31-Jan-23,"Media, Entertainment & Publication",-938
15-Feb-23,"Media, Entertainment & Publication",-543
28-Feb-23,"Media, Entertainment & Publication",-1597
15-Mar-23,"Media, Entertainment & Publication",-286
31-Mar-23,"Media, Entertainment & Publication",651
15-Apr-23,"Media, Entertainment & Publication",-40
30-Apr-23,"Media, Entertainment & Publication",-640
15-May-23,"Media, Entertainment & Publication",-415
31-May-23,"Media, Entertainment & Publication",-281
15-Jun-23,"Media, Entertainment & Publication",-114
30-Jun-23,"Media, Entertainment & Publication",-331
15-Jul-23,"Media, Entertainment & Publication",1831
31-Jul-23,"Media, Entertainment & Publication",1491
15-Aug-23,"Media, Entertainment & Publication",1704
31-Aug-23,"Media, Entertainment & Publication",553
15-Sep-23,"Media, Entertainment & Publication",94
30-Sep-23,"Media, Entertainment & Publication",-637
15-Oct-23,"Media, Entertainment & Publication",85
31-Oct-23,"Media, Entertainment & Publication",-1140
15-Nov-23,"Media, Entertainment & Publication",-26
30-Nov-23,"Media, Entertainment & Publication",-103
15-Dec-23,"Media, Entertainment & Publication",-261
31-Dec-23,"Media, Entertainment & Publication",-184
15-Jan-24,"Media, Entertainment & Publication",-1582
31-Jan-24,"Media, Entertainment & Publication",-2654
15-Feb-24,"Media, Entertainment & Publication",79
29-Feb-24,"Media, Entertainment & Publication",-1182
15-Mar-24,"Media, Entertainment & Publication",-1458
31-Mar-24,"Media, Entertainment & Publication",-202
15-Apr-24,"Media, Entertainment & Publication",263
30-Apr-24,"Media, Entertainment & Publication",475
15-May-24,"Media, Entertainment & Publication",-708
31-May-24,"Media, Entertainment & Publication",532
15-Jun-24,"Media, Entertainment & Publication",1139
30-Jun-24,"Media, Entertainment & Publication",-204
15-Jul-24,"Media, Entertainment & Publication",998
31-Jul-24,"Media, Entertainment & Publication",475
15-Aug-24,"Media, Entertainment & Publication",-1028
31-Aug-24,"Media, Entertainment & Publication",339
15-Sep-24,"Media, Entertainment & Publication",339
30-Sep-24,"Media, Entertainment & Publication",221
15-Oct-24,"Media, Entertainment & Publication",-705
31-Oct-24,"Media, Entertainment & Publication",-431
15-Nov-24,"Media, Entertainment & Publication",-669
30-Nov-24,"Media, Entertainment & Publication",594
15-Dec-24,"Media, Entertainment & Publication",-132
31-Dec-24,"Media, Entertainment & Publication",-826
15-Jan-25,"Media, Entertainment & Publication",-473
31-Jan-25,"Media, Entertainment & Publication",-665
15-Feb-25,"Media, Entertainment & Publication",-718
28-Feb-25,"Media, Entertainment & Publication",-672
15-Jan-20,Metals & Mining,
31-Jan-20,Metals & Mining,-6421
15-Feb-20,Metals & Mining,1272
29-Feb-20,Metals & Mining,-7899
15-Mar-20,Metals & Mining,-6774
31-Mar-20,Metals & Mining,-7831
15-Apr-20,Metals & Mining,2675
30-Apr-20,Metals & Mining,1718
15-May-20,Metals & Mining,-1129
31-May-20,Metals & Mining,1526
15-Jun-20,Metals & Mining,1417
30-Jun-20,Metals & Mining,908
15-Jul-20,Metals & Mining,1354
31-Jul-20,Metals & Mining,1686
15-Aug-20,Metals & Mining,5037
31-Aug-20,Metals & Mining,1205
15-Sep-20,Metals & Mining,295
30-Sep-20,Metals & Mining,-2288
15-Oct-20,Metals & Mining,-2745
31-Oct-20,Metals & Mining,891
15-Nov-20,Metals & Mining,6113
30-Nov-20,Metals & Mining,5375
15-Dec-20,Metals & Mining,7608
31-Dec-20,Metals & Mining,2347
15-Jan-21,Metals & Mining,5140
31-Jan-21,Metals & Mining,-6005
15-Feb-21,Metals & Mining,8810
28-Feb-21,Metals & Mining,6590
15-Mar-21,Metals & Mining,2614
31-Mar-21,Metals & Mining,1150
15-Apr-21,Metals & Mining,10481
30-Apr-21,Metals & Mining,7629
15-May-21,Metals & Mining,4874
31-May-21,Metals & Mining,1291
15-Jun-21,Metals & Mining,2252
30-Jun-21,Metals & Mining,-3208
15-Jul-21,Metals & Mining,6523
31-Jul-21,Metals & Mining,10748
15-Aug-21,Metals & Mining,-134
31-Aug-21,Metals & Mining,-2882
15-Sep-21,Metals & Mining,2924
30-Sep-21,Metals & Mining,-7389
15-Oct-21,Metals & Mining,7534
31-Oct-21,Metals & Mining,-7570
15-Nov-21,Metals & Mining,-1527
30-Nov-21,Metals & Mining,-12808
15-Dec-21,Metals & Mining,6839
31-Dec-21,Metals & Mining,-659
31-Jan-22,Metals & Mining,1711
15-Feb-22,Metals & Mining,9878
28-Feb-22,Metals & Mining,3756
15-Mar-22,Metals & Mining,1357
31-Mar-22,Metals & Mining,10314
15-Apr-22,Metals & Mining,2500
30-Apr-22,Metals & Mining,32874
15-May-22,Metals & Mining,-27689
31-May-22,Metals & Mining,-455
15-Jun-22,Metals & Mining,-10608
30-Jun-22,Metals & Mining,-8478
15-Jul-22,Metals & Mining,4413
31-Jul-22,Metals & Mining,14720
15-Aug-22,Metals & Mining,11014
31-Aug-22,Metals & Mining,5243
15-Sep-22,Metals & Mining,11323
30-Sep-22,Metals & Mining,-14627
15-Oct-22,Metals & Mining,-4288
31-Oct-22,Metals & Mining,4150
15-Nov-22,Metals & Mining,22137
30-Nov-22,Metals & Mining,-1381
15-Dec-22,Metals & Mining,5754
31-Dec-22,Metals & Mining,-791
15-Jan-23,Metals & Mining,4421
31-Jan-23,Metals & Mining,-14392
15-Feb-23,Metals & Mining,-28999
28-Feb-23,Metals & Mining,-14813
15-Mar-23,Metals & Mining,15420
31-Mar-23,Metals & Mining,-3669
15-Apr-23,Metals & Mining,8370
30-Apr-23,Metals & Mining,3936
15-May-23,Metals & Mining,-2279
31-May-23,Metals & Mining,9639
15-Jun-23,Metals & Mining,3548
30-Jun-23,Metals & Mining,2400
15-Jul-23,Metals & Mining,5085
31-Jul-23,Metals & Mining,7293
15-Aug-23,Metals & Mining,-5758
31-Aug-23,Metals & Mining,-3447
15-Sep-23,Metals & Mining,5329
30-Sep-23,Metals & Mining,-5391
15-Oct-23,Metals & Mining,-1394
31-Oct-23,Metals & Mining,-8694
15-Nov-23,Metals & Mining,6274
30-Nov-23,Metals & Mining,5930
15-Dec-23,Metals & Mining,20888
31-Dec-23,Metals & Mining,5863
15-Jan-24,Metals & Mining,-348
31-Jan-24,Metals & Mining,9
15-Feb-24,Metals & Mining,-2110
29-Feb-24,Metals & Mining,927
15-Mar-24,Metals & Mining,-2462
31-Mar-24,Metals & Mining,10505
15-Apr-24,Metals & Mining,9716
30-Apr-24,Metals & Mining,5367
15-May-24,Metals & Mining,2332
31-May-24,Metals & Mining,10800
15-Jun-24,Metals & Mining,904
30-Jun-24,Metals & Mining,-4032
15-Jul-24,Metals & Mining,-894
31-Jul-24,Metals & Mining,2241
15-Aug-24,Metals & Mining,-18510
31-Aug-24,Metals & Mining,12285
15-Sep-24,Metals & Mining,-4004
30-Sep-24,Metals & Mining,21019
15-Oct-24,Metals & Mining,-9124
31-Oct-24,Metals & Mining,-10385
15-Nov-24,Metals & Mining,-12415
30-Nov-24,Metals & Mining,1740
15-Dec-24,Metals & Mining,9642
31-Dec-24,Metals & Mining,-16304
15-Jan-25,Metals & Mining,-10204
31-Jan-25,Metals & Mining,1427
15-Feb-25,Metals & Mining,-5531
28-Feb-25,Metals & Mining,-487
15-Jan-20,Oil & Gas,
31-Jan-20,Oil & Gas,-19633
15-Feb-20,Oil & Gas,13326
29-Feb-20,Oil & Gas,-30658
15-Mar-20,Oil & Gas,-46650
31-Mar-20,Oil & Gas,-9273
15-Apr-20,Oil & Gas,9133
30-Apr-20,Oil & Gas,51585
15-May-20,Oil & Gas,209
31-May-20,Oil & Gas,3422
15-Jun-20,Oil & Gas,27190
30-Jun-20,Oil & Gas,14032
15-Jul-20,Oil & Gas,18895
31-Jul-20,Oil & Gas,40856
15-Aug-20,Oil & Gas,8786
31-Aug-20,Oil & Gas,-5426
15-Sep-20,Oil & Gas,40162
30-Sep-20,Oil & Gas,-19155
15-Oct-20,Oil & Gas,-5696
31-Oct-20,Oil & Gas,-22472
15-Nov-20,Oil & Gas,-2002
30-Nov-20,Oil & Gas,-9712
15-Dec-20,Oil & Gas,11605
31-Dec-20,Oil & Gas,-2
15-Jan-21,Oil & Gas,-5722
31-Jan-21,Oil & Gas,-15863
15-Feb-21,Oil & Gas,42945
28-Feb-21,Oil & Gas,7183
15-Mar-21,Oil & Gas,23102
31-Mar-21,Oil & Gas,-27241
15-Apr-21,Oil & Gas,-8188
30-Apr-21,Oil & Gas,8750
15-May-21,Oil & Gas,-6674
31-May-21,Oil & Gas,39593
15-Jun-21,Oil & Gas,21728
30-Jun-21,Oil & Gas,-37835
15-Jul-21,Oil & Gas,-7596
31-Jul-21,Oil & Gas,-8271
15-Aug-21,Oil & Gas,17150
31-Aug-21,Oil & Gas,46376
15-Sep-21,Oil & Gas,7175
30-Sep-21,Oil & Gas,36896
15-Oct-21,Oil & Gas,33879
31-Oct-21,Oil & Gas,-31148
15-Nov-21,Oil & Gas,14087
30-Nov-21,Oil & Gas,-38996
15-Dec-21,Oil & Gas,20346
31-Dec-21,Oil & Gas,-9117
31-Jan-22,Oil & Gas,8664
15-Feb-22,Oil & Gas,-2903
28-Feb-22,Oil & Gas,-16918
15-Mar-22,Oil & Gas,-1183
31-Mar-22,Oil & Gas,54553
15-Apr-22,Oil & Gas,-539
30-Apr-22,"Oil, Gas & Consumable Fuels",
15-May-22,"Oil, Gas & Consumable Fuels",-65525
31-May-22,"Oil, Gas & Consumable Fuels",33208
15-Jun-22,"Oil, Gas & Consumable Fuels",-10240
30-Jun-22,"Oil, Gas & Consumable Fuels",-6759
15-Jul-22,"Oil, Gas & Consumable Fuels",-26137
31-Jul-22,"Oil, Gas & Consumable Fuels",24488
15-Aug-22,"Oil, Gas & Consumable Fuels",26496
31-Aug-22,"Oil, Gas & Consumable Fuels",8966
15-Sep-22,"Oil, Gas & Consumable Fuels",-19068
30-Sep-22,"Oil, Gas & Consumable Fuels",-39326
15-Oct-22,"Oil, Gas & Consumable Fuels",-7789
31-Oct-22,"Oil, Gas & Consumable Fuels",41324
15-Nov-22,"Oil, Gas & Consumable Fuels",17349
30-Nov-22,"Oil, Gas & Consumable Fuels",18131
15-Dec-22,"Oil, Gas & Consumable Fuels",-25245
31-Dec-22,"Oil, Gas & Consumable Fuels",-5033
15-Jan-23,"Oil, Gas & Consumable Fuels",-12989
31-Jan-23,"Oil, Gas & Consumable Fuels",-52801
15-Feb-23,"Oil, Gas & Consumable Fuels",-14865
28-Feb-23,"Oil, Gas & Consumable Fuels",-21634
15-Mar-23,"Oil, Gas & Consumable Fuels",-8361
31-Mar-23,"Oil, Gas & Consumable Fuels",8129
15-Apr-23,"Oil, Gas & Consumable Fuels",5748
30-Apr-23,"Oil, Gas & Consumable Fuels",13920
15-May-23,"Oil, Gas & Consumable Fuels",10668
31-May-23,"Oil, Gas & Consumable Fuels",-4392
15-Jun-23,"Oil, Gas & Consumable Fuels",10921
30-Jun-23,"Oil, Gas & Consumable Fuels",-481
15-Jul-23,"Oil, Gas & Consumable Fuels",35313
31-Jul-23,"Oil, Gas & Consumable Fuels",-26052
15-Aug-23,"Oil, Gas & Consumable Fuels",726
31-Aug-23,"Oil, Gas & Consumable Fuels",-28530
15-Sep-23,"Oil, Gas & Consumable Fuels",12091
30-Sep-23,"Oil, Gas & Consumable Fuels",-18982
15-Oct-23,"Oil, Gas & Consumable Fuels",-280
31-Oct-23,"Oil, Gas & Consumable Fuels",-16113
15-Nov-23,"Oil, Gas & Consumable Fuels",17648
30-Nov-23,"Oil, Gas & Consumable Fuels",9822
15-Dec-23,"Oil, Gas & Consumable Fuels",24698
31-Dec-23,"Oil, Gas & Consumable Fuels",22030
15-Jan-24,"Oil, Gas & Consumable Fuels",39546
31-Jan-24,"Oil, Gas & Consumable Fuels",20807
15-Feb-24,"Oil, Gas & Consumable Fuels",37972
29-Feb-24,"Oil, Gas & Consumable Fuels",-16789
15-Mar-24,"Oil, Gas & Consumable Fuels",-21087
31-Mar-24,"Oil, Gas & Consumable Fuels",23759
15-Apr-24,"Oil, Gas & Consumable Fuels",-785
30-Apr-24,"Oil, Gas & Consumable Fuels",2306
15-May-24,"Oil, Gas & Consumable Fuels",-20412
31-May-24,"Oil, Gas & Consumable Fuels",5010
15-Jun-24,"Oil, Gas & Consumable Fuels",15629
30-Jun-24,"Oil, Gas & Consumable Fuels",11054
15-Jul-24,"Oil, Gas & Consumable Fuels",38380
31-Jul-24,"Oil, Gas & Consumable Fuels",-18242
15-Aug-24,"Oil, Gas & Consumable Fuels",-22743
31-Aug-24,"Oil, Gas & Consumable Fuels",27037
15-Sep-24,"Oil, Gas & Consumable Fuels",-23969
30-Sep-24,"Oil, Gas & Consumable Fuels",7176
15-Oct-24,"Oil, Gas & Consumable Fuels",-57930
31-Oct-24,"Oil, Gas & Consumable Fuels",-174453
15-Nov-24,"Oil, Gas & Consumable Fuels",107557
30-Nov-24,"Oil, Gas & Consumable Fuels",5469
15-Dec-24,"Oil, Gas & Consumable Fuels",-9984
31-Dec-24,"Oil, Gas & Consumable Fuels",-24646
15-Jan-25,"Oil, Gas & Consumable Fuels",1706
31-Jan-25,"Oil, Gas & Consumable Fuels",2
15-Feb-25,"Oil, Gas & Consumable Fuels",-26870
28-Feb-25,"Oil, Gas & Consumable Fuels",-7970
15-Jan-20,Other Financial Services1,
31-Jan-20,Other Financial Services1,-7863
15-Feb-20,Other Financial Services1,10717
29-Feb-20,Other Financial Services1,-44204
15-Mar-20,Other Financial Services1,-47459
31-Mar-20,Other Financial Services1,-105656
15-Apr-20,Other Financial Services1,-4669
30-Apr-20,Other Financial Services1,46078
15-May-20,Other Financial Services1,-42778
31-May-20,Other Financial Services1,-5341
15-Jun-20,Other Financial Services1,29266
30-Jun-20,Other Financial Services1,14376
15-Jul-20,Other Financial Services1,8327
31-Jul-20,Other Financial Services1,2349
15-Aug-20,Other Financial Services1,12229
31-Aug-20,Other Financial Services1,12416
15-Sep-20,Other Financial Services1,-8709
30-Sep-20,Other Financial Services1,-11246
15-Oct-20,Other Financial Services1,26925
31-Oct-20,Other Financial Services1,1957
15-Nov-20,Other Financial Services1,77937
30-Nov-20,Other Financial Services1,18778
15-Dec-20,Other Financial Services1,24777
31-Dec-20,Other Financial Services1,39194
15-Jan-21,Other Financial Services1,15065
31-Jan-21,Other Financial Services1,-42141
15-Feb-21,Other Financial Services1,106466
28-Feb-21,Other Financial Services1,-52818
15-Mar-21,Other Financial Services1,2674
31-Mar-21,Other Financial Services1,-11513
15-Apr-21,Other Financial Services1,-6389
30-Apr-21,Other Financial Services1,-4112
15-May-21,Other Financial Services1,12
31-May-21,Other Financial Services1,32913
15-Jun-21,Other Financial Services1,22423
30-Jun-21,Other Financial Services1,-16384
15-Jul-21,Other Financial Services1,21180
31-Jul-21,Other Financial Services1,-12598
15-Aug-21,Other Financial Services1,30518
31-Aug-21,Other Financial Services1,45664
15-Sep-21,Other Financial Services1,2281
30-Sep-21,Other Financial Services1,-437
15-Oct-21,Other Financial Services1,24159
31-Oct-21,Other Financial Services1,-13335
15-Nov-21,Other Financial Services1,32768
30-Nov-21,Other Financial Services1,-70399
15-Dec-21,Other Financial Services1,1791
31-Dec-21,Other Financial Services1,-23680
31-Jan-22,Other Financial Services1,-16214
15-Feb-22,Other Financial Services1,-30149
28-Feb-22,Other Financial Services1,-13407
15-Mar-22,Other Financial Services1,-30349
31-Mar-22,Other Financial Services1,35246
15-Apr-22,Other Financial Services1,7333
30-Apr-22,Others,
15-May-22,Others,-1075
31-May-22,Others,273
15-Jun-22,Others,5311
30-Jun-22,Others,-6266
15-Jul-22,Others,942
31-Jul-22,Others,-738
15-Aug-22,Others,108
31-Aug-22,Others,405
15-Sep-22,Others,1796
30-Sep-22,Others,-815
15-Oct-22,Others,-115
31-Oct-22,Others,-27
15-Nov-22,Others,767
30-Nov-22,Others,3897
15-Dec-22,Others,-3981
31-Dec-22,Others,-381
15-Jan-23,Others,-234
31-Jan-23,Others,519
15-Feb-23,Others,-825
28-Feb-23,Others,-772
15-Mar-23,Others,53
31-Mar-23,Others,1490
15-Apr-23,Others,-857
30-Apr-23,Others,-184
15-May-23,Others,285
31-May-23,Others,474
15-Jun-23,Others,12115
30-Jun-23,Others,-11067
15-Jul-23,Others,129534
31-Jul-23,Others,-128884
15-Aug-23,Others,1582
31-Aug-23,Others,-1285
15-Sep-23,Others,3106
30-Sep-23,Others,-145
15-Oct-23,Others,-1763
31-Oct-23,Others,573
15-Nov-23,Others,1704
30-Nov-23,Others,1591
15-Dec-23,Others,157
31-Dec-23,Others,-285
15-Jan-24,Others,939
31-Jan-24,Others,1122
15-Feb-24,Others,688
29-Feb-24,Others,226
15-Mar-24,Others,-363
31-Mar-24,Others,12547
15-Apr-24,Others,-10458
30-Apr-24,Others,437
15-May-24,Others,8645
31-May-24,Others,-7703
15-Jun-24,Others,1245
30-Jun-24,Others,575
15-Jul-24,Others,-1032
31-Jul-24,Others,1273
15-Aug-24,Others,252
31-Aug-24,Others,-7278
15-Sep-24,Others,1284
30-Sep-24,Others,4497
15-Oct-24,Others,473
31-Oct-24,Others,59162
15-Nov-24,Others,-59015
30-Nov-24,Others,3209
15-Dec-24,Others,4822
31-Dec-24,Others,-2641
15-Jan-25,Others,611
31-Jan-25,Others,15938
15-Feb-25,Others,-2834
28-Feb-25,Others,-1796
15-Jan-20,Others4,
31-Jan-20,Others4,-2955
15-Feb-20,Others4,6212
29-Feb-20,Others4,-573
15-Mar-20,Others4,-1737
31-Mar-20,Others4,-4844
15-Apr-20,Others4,-31
30-Apr-20,Others4,-69
15-May-20,Others4,-477
31-May-20,Others4,1884
15-Jun-20,Others4,5509
30-Jun-20,Others4,860
15-Jul-20,Others4,1138
31-Jul-20,Others4,2045
15-Aug-20,Others4,-804
31-Aug-20,Others4,173
15-Sep-20,Others4,1539
30-Sep-20,Others4,2222
15-Oct-20,Others4,-2228
31-Oct-20,Others4,-2415
15-Nov-20,Others4,504
30-Nov-20,Others4,-1306
15-Dec-20,Others4,1697
31-Dec-20,Others4,986
15-Jan-21,Others4,-23
31-Jan-21,Others4,-1393
15-Feb-21,Others4,-3424
28-Feb-21,Others4,7780
15-Mar-21,Others4,-8671
31-Mar-21,Others4,6950
15-Apr-21,Others4,-1195
30-Apr-21,Others4,403
15-May-21,Others4,848
31-May-21,Others4,-1980
15-Jun-21,Others4,8966
30-Jun-21,Others4,-3002
15-Jul-21,Others4,416
31-Jul-21,Others4,-211
15-Aug-21,Others4,-370
31-Aug-21,Others4,-19586
15-Sep-21,Others4,23554
30-Sep-21,Others4,-200
15-Oct-21,Others4,3756
31-Oct-21,Others4,-1449
15-Nov-21,Others4,-126
30-Nov-21,Others4,-5383
15-Dec-21,Others4,-9528
31-Dec-21,Others4,-1818
31-Jan-22,Others4,857
15-Feb-22,Others4,-711
28-Feb-22,Others4,-987
15-Mar-22,Others4,787
31-Mar-22,Others4,-4032
15-Apr-22,Others4,-308
15-Jan-20,Pharmaceuticals & Biotechnology,
31-Jan-20,Pharmaceuticals & Biotechnology,646
15-Feb-20,Pharmaceuticals & Biotechnology,5625
29-Feb-20,Pharmaceuticals & Biotechnology,-9726
15-Mar-20,Pharmaceuticals & Biotechnology,-7390
31-Mar-20,Pharmaceuticals & Biotechnology,-3649
15-Apr-20,Pharmaceuticals & Biotechnology,19646
30-Apr-20,Pharmaceuticals & Biotechnology,3674
15-May-20,Pharmaceuticals & Biotechnology,-1787
31-May-20,Pharmaceuticals & Biotechnology,5992
15-Jun-20,Pharmaceuticals & Biotechnology,5166
30-Jun-20,Pharmaceuticals & Biotechnology,1059
15-Jul-20,Pharmaceuticals & Biotechnology,3580
31-Jul-20,Pharmaceuticals & Biotechnology,12936
15-Aug-20,Pharmaceuticals & Biotechnology,6459
31-Aug-20,Pharmaceuticals & Biotechnology,-5581
15-Sep-20,Pharmaceuticals & Biotechnology,7145
30-Sep-20,Pharmaceuticals & Biotechnology,-1027
15-Oct-20,Pharmaceuticals & Biotechnology,2115
31-Oct-20,Pharmaceuticals & Biotechnology,-3853
15-Nov-20,Pharmaceuticals & Biotechnology,5153
30-Nov-20,Pharmaceuticals & Biotechnology,7352
15-Dec-20,Pharmaceuticals & Biotechnology,9488
31-Dec-20,Pharmaceuticals & Biotechnology,-2552
15-Jan-21,Pharmaceuticals & Biotechnology,2369
31-Jan-21,Pharmaceuticals & Biotechnology,-12106
15-Feb-21,Pharmaceuticals & Biotechnology,6842
28-Feb-21,Pharmaceuticals & Biotechnology,-10213
15-Mar-21,Pharmaceuticals & Biotechnology,285
31-Mar-21,Pharmaceuticals & Biotechnology,798
15-Apr-21,Pharmaceuticals & Biotechnology,9530
30-Apr-21,Pharmaceuticals & Biotechnology,6193
15-May-21,Pharmaceuticals & Biotechnology,3653
31-May-21,Pharmaceuticals & Biotechnology,4335
15-Jun-21,Pharmaceuticals & Biotechnology,4307
30-Jun-21,Pharmaceuticals & Biotechnology,274
15-Jul-21,Pharmaceuticals & Biotechnology,2762
31-Jul-21,Pharmaceuticals & Biotechnology,-2585
15-Aug-21,Pharmaceuticals & Biotechnology,-1890
31-Aug-21,Pharmaceuticals & Biotechnology,-945
15-Sep-21,Pharmaceuticals & Biotechnology,2805
30-Sep-21,Pharmaceuticals & Biotechnology,-4726
15-Oct-21,Pharmaceuticals & Biotechnology,3571
